DEPARTURES_SCHEDULED	DEPARTURES_PERFORMED	PAYLOAD	SEATS	PASSENGERS	FREIGHT	MAIL	DISTANCE	RAMP_TO_RAMP	AIR_TIME	UNIQUE_CARRIER	AIRLINE_ID	UNIQUE_CARRIER_NAME	UNIQUE_CARRIER_ENTITY	REGION	CARRIER	CARRIER_NAME	CARRIER_GROUP	CARRIER_GROUP_NEW	ORIGIN_AIRPORT_ID	ORIGIN_AIRPORT_SEQ_ID	ORIGIN_CITY_MARKET_ID	ORIGIN	ORIGIN_CITY_NAME	ORIGIN_STATE_ABR	ORIGIN_STATE_FIPS	ORIGIN_STATE_NM	ORIGIN_COUNTRY	ORIGIN_COUNTRY_NAME	ORIGIN_WAC	DEST_AIRPORT_ID	DEST_AIRPORT_SEQ_ID	DEST_CITY_MARKET_ID	DEST	DEST_CITY_NAME	DEST_STATE_ABR	DEST_STATE_FIPS	DEST_STATE_NM	DEST_COUNTRY	DEST_COUNTRY_NAME	DEST_WAC	AIRCRAFT_GROUP	AIRCRAFT_TYPE	AIRCRAFT_CONFIG	YEAR	QUARTER	MONTH	DISTANCE_GROUP	CLASS	DATA_SOURCE
403	402	20019920	79867	72783	53483	102	404	35623	24402	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	4	12	1	F	DU
402	404	20129840	80323	71562	83857	3347	404	38483	26095	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	1	1	F	DU
390	386	19222960	76680	71234	40935	3	406	36063	25794	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	5	1	F	DU
391	389	19372240	77287	70323	42037	1134	406	32770	23814	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	5	1	F	DU
403	401	19980560	79753	69550	122671	4018	404	36185	24715	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	1	1	1	F	DU
370	370	18421600	73450	69083	35874	18	406	33209	23734	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	6	1	F	DU
400	386	19215160	76780	68930	100860	1985	404	33995	23287	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	1	2	1	F	DU
382	376	18730560	74817	68535	91089	0	404	33882	23719	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	4	11	1	F	DU
370	366	18222560	72665	68480	36575	0	406	30658	22288	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	6	1	F	DU
399	386	19215160	76764	68261	77283	0	404	36323	25315	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	2	1	F	DU
386	382	19029920	75974	68162	125911	48571	581	44403	33742	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	3	2	F	DU
386	381	18980160	75780	67720	25079	0	581	41715	32276	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	622	1	2024	1	3	2	F	DU
404	403	20069680	80051	67536	79321	0	404	36891	25909	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	4	12	1	F	DU
381	375	18680800	74619	67332	54867	50	404	32021	22269	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	4	11	1	F	DU
656	647	20482000	82816	67276	332314	0	100	27420	14326	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	3	7	1	F	DU
394	372	18523720	74004	66761	80206	399	404	33784	22881	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	1	3	1	F	DU
401	371	18809700	70246	66137	3004	0	762	53600	40366	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	3	7	2	F	DU
381	372	18860400	70563	65946	2411	0	762	52402	39660	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	3	8	2	F	DU
366	363	18093880	71992	65044	40317	980	406	31124	22964	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	6	622	1	2024	1	3	1	F	DU
381	369	18708300	69840	64911	3648	0	762	48185	39062	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	3	8	2	F	DU
393	392	19874400	74157	64889	2579	0	762	53593	42121	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	4	10	2	F	DU
376	374	18620640	74407	64732	142180	47365	581	41692	32193	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	4	2	F	DU
371	368	18657600	69620	64660	5160	0	762	47628	38196	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	2	5	2	F	DU
659	654	20698500	83712	64654	320550	0	100	27547	14491	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	3	8	1	F	DU
342	342	17041320	68052	64366	37959	917	404	32090	20946	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	6	1	F	DU
645	643	20336100	82304	64313	352574	0	100	27408	14188	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	1	3	1	F	DU
395	374	18623240	74372	64243	73468	0	404	36684	24804	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	3	1	F	DU
362	360	17926600	71633	64198	27230	0	581	38406	29851	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	5	2	F	DU
377	375	19012500	70969	64113	3186	0	762	51161	39776	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	2	6	2	F	DU
376	371	18809700	70154	63962	3847	0	762	48186	38856	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	2	6	2	F	DU
363	358	17827080	71227	63784	180444	48555	581	39790	30524	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	5	2	F	DU
657	646	20451000	82688	63763	61433	0	100	26942	15613	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	3	7	1	F	DU
375	349	17384440	69435	63646	32626	68	404	30669	21053	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	4	10	1	F	DU
366	362	18041520	71782	63403	39228	3	406	34097	23985	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	3	1	F	DU
393	391	19823700	73976	63344	3717	0	762	48777	39937	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	4	10	2	F	DU
342	339	16884240	67454	63311	34966	409	404	31933	20951	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	3	8	1	F	DU
646	641	20283100	82048	63296	55682	0	100	27133	15654	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	1	3	1	F	DU
367	364	18131640	72337	62621	119614	83029	581	40954	31202	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	1	2	F	DU
343	340	16934000	67627	62618	50758	0	404	31996	21402	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	3	8	1	F	DU
345	342	17042120	68001	62565	67161	0	404	31689	21221	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	6	1	F	DU
344	335	16682600	66415	62319	130760	55671	581	37309	28034	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	6	2	F	DU
343	342	17039520	67903	62215	34793	0	406	31119	22163	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	4	1	F	DU
373	344	17135640	68433	62204	52809	0	404	30719	21040	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	4	10	1	F	DU
651	640	20245300	81920	61880	318384	0	100	26638	14115	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	1	1	1	F	DU
401	374	18961800	70750	61832	3087	0	762	49436	39022	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	3	7	2	F	DU
660	653	20666800	83584	61753	74704	5	100	26908	15505	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	3	8	1	F	DU
380	378	19164600	71471	61535	2316	0	762	53546	42815	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	4	11	2	F	DU
372	346	17247960	68742	61493	32158	2409	404	33620	22150	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	3	7	1	F	DU
652	626	19819100	80128	61372	52167	0	100	28326	17411	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	2	5	1	F	DU
609	621	19666200	79488	61316	329828	0	100	26820	13654	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	4	12	1	F	DU
380	377	19113900	71273	61279	2897	0	762	46978	38085	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	4	11	2	F	DU
337	331	16478360	65763	61264	39474	323	406	27466	20184	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	6	622	1	2024	3	8	1	F	DU
376	373	18570880	74212	61141	27809	0	581	39355	30708	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	4	2	F	DU
371	369	18708300	69825	61052	3663	0	762	51933	40285	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	2	5	2	F	DU
368	347	17274520	68955	61008	39340	1094	406	30881	21916	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	6	622	1	2024	3	7	1	F	DU
651	627	19854400	80256	60775	299184	0	100	26694	13601	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	2	5	1	F	DU
634	628	19881800	80384	60688	45610	0	100	26843	16326	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	2	6	1	F	DU
344	334	16632840	66222	60563	26120	0	581	36209	28430	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	6	2	F	DU
368	343	17075480	68153	60470	28941	0	406	33181	22680	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	3	7	1	F	DU
628	617	19530600	78976	60255	322008	0	100	26058	13527	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	2	4	1	F	DU
633	626	19819800	80128	60153	291509	0	100	26428	13817	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	2	6	1	F	DU
607	619	19595300	79232	60082	54601	0	100	26609	16390	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	4	12	1	F	DU
353	348	17643600	65810	59745	1984	0	762	43827	34911	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	4	12	2	F	DU
326	322	16038320	64065	59663	75893	2794	404	28978	19392	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	5	1	F	DU
367	366	18231160	72748	59623	24964	0	581	40390	31594	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	622	1	2024	1	1	2	F	DU
334	329	16381440	65431	59578	29518	256	404	29178	20284	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	622	1	2024	3	9	1	F	DU
654	640	20244900	81920	59510	56945	0	100	29282	15820	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	1	1	1	F	DU
367	367	18715200	69730	59333	4850	0	468	37631	26125	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	699	1	2024	4	12	1	F	DU
329	328	16329080	65049	59287	39638	0	581	35509	27718	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	622	1	2024	4	12	2	F	DU
591	584	18490200	74752	58997	53002	0	100	25314	15664	HA	19690	Hawaiian Airlines Inc.	5375	D	HA	Hawaiian Airlines Inc.	3	3	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	US	United States	2	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	608	1	2024	4	10	1	F	DU
328	325	16190200	64658	58948	53570	0	404	30976	20899	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	5	1	F	DU
342	340	16937400	67495	58883	31601	806	406	28436	20656	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	6	622	1	2024	2	4	1	F	DU
346	340	16934000	67631	58680	19951	0	581	36557	28435	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	622	1	2024	1	2	2	F	DU
331	326	16232160	64825	58590	43659	93	404	30244	20642	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	3	9	1	F	DU
318	317	15786920	63032	58388	17875	0	270	22173	14616	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12451	1245102	31136	JAX	Jacksonville, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	5	1	F	DU
321	316	15731960	62774	58271	34039	0	406	27971	20308	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	3	8	1	F	DU
346	342	17033520	68024	58095	167080	54304	581	38992	30163	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	2	2	F	DU
349	343	17390100	64920	58016	2320	0	762	50285	39924	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	4	12	2	F	DU
